Text,Sentiment,Type,Author
"I'm living with my grandparents and when I have time and space I masturbate. 

After my session , hours after my grandpa came to kitchen and made 2 loud sighs which to me seemed like sounds one would make in bed followed by clearing a throat . Then he proceeded to scold me directly about messy table and he said that im like little child . Then he left with bad mood when I objected that I did nothing wrong . 

Now I'm confused if this was indirect way of telling me that he heard me masturbating or I just made that up in my head . 

I'm living in constant stress because I'm trying to interpret everything they say or do because I don't trust that they don't have anything against me . 

My grandma acts all sweet and nice and caring but when she talks to grandad she switches and becomes almost different person . 

It makes me anxious because I don't know what they think of me and that they are not straightforward with me while they told me that if they had something against me they would tell me directly . 

My father once said that people first imply indirectly then imply directly then say indirectly and then say directly and this stuff makes me anxious alot . 

I confronted them directly few times but it didn't help and im left with overthinking and anxiety . 

",Negative,Content,Kaori623
"I'm going through a lot lately and I can't bottle them up any longer. So where do I start from? Okay let's do this:

I've been skipping meals for three days straight, and although I'm hesitant to admit it, I feel a twisted sense of pride in my ability to do so. Hear me out, I'm a skinny person so this isn't about weight loss , I infact want to gain weight. However, lately, I've been grappling with guilt surrounding my eating habits.The prolonged periods of starvation have amplified my craving for indulgent food leading me to succumb to the temptation of eating one of my meals outside. This, in turn, fills me with remorse for wasting extra money on top of my existing mess fees. Initially, I attempted to resist the urge to eat out but now I've fallen into the pattern of indulging and then punishing myself through starvation. What do I do when the mess food is atrocious for I too want to taste good food now and then? But I feel like I'm undeserving of culinary pleasures so when I do indulge , I must atone for it by self-inflicted starvation. That's all I could figure out. Please don't judge me.

Again, yesterday, I received my midterm results, and it was disappointing to see that I had underperformed. Many of my peers are ahead of me, and it's hard for me to cope with this reality. I don't want to burden others with my self-pity, so I've been trying to put on a nonchalant facade. But the truth is, it's tearing me apart inside. I resorted to self-harm again after a month of being clean and I could finally see my pain manifest physically, rather than it festering inside me like a silent tormentor. I'm so fucked up that I have a pack of blades and band aids handy because anything can trigger me. 

Aaand I'm spending most of my day sleeping (it's an age old thing , nothing new). After returning from classes in the evening, I don't have the energy to do anything else. Facing reality feels too daunting, and the moment I try to study, a wave of sadness washes over me. To shake this feeling off, I always escape into my slumber. I know I shouldn't avoid my problems but it feels like the only way to cope. And then I'm doomscrolling the entire night for a dopamine fix to distract me from the disappointment of the unproductive day I spent otherwise I end up crying. This fucked up schedule is messing up my academics and daily life and I can't seem to find any motivation to break this cycle. 

You'd imagine that things can't get any worse but now I'm writhing in bed due to excruciating period cramps. I just hate it when I'm not in control of the pain I'm receiving so much so that it makes want to self-harm to take back control (I didn't atleast not in the usual way). Despite knowing it's not advisable, I took painkillers on an empty stomach in a desperate attempt to find relief. The agony still persists and I can't get out of bed without feeling like a knife is twisting in my stomach. It's a relentless and unbearable discomfort. I want out. [End of rant]

I feel lighter after writing this wall of text. ",Negative,Content,Soggy-Extent5671
"Sorry for the rant, it's hard to explain-

The past 4 years of my life my mental health has been BAD. 
I was an athlete and lost weight, alot of weight and became anorexic, I made the decision to leave home and move in with my now ex because I couldn't cope with the pressure from my family to compete and couldn't recover, I was very ill. He was the only person I felt good around.

I moved back a year later, a healthy weight, however now I have nothing, no friends, my family hate me, I haven't seen my grandparents in 4 years, I can't find a job.

I can't stop looking back, thinking if I continued rowing, if only I kept going, if only I could have just gained weight and continued ""gotten over myself"", if only I did the competitions my parents told me to do.

Everytime I go to sleep the thoughts just go round anf round in my head and it makes me suicidal, I think how iv got my whole life ahead of me but no family or friends, how is that a good life to live?


Sorry again for the life story, I guess I want advice how to cope.
",Negative,Content,Rowing1810
"I have to put a flair - although I’m not suicidal per se.

I am going through a really difficult time these last few weeks. It’s all coming crashing down and I feel stripped of who I am. I feel like I have no support. I haven’t felt a sense of relief once. I’m falling behind during a super important point of the semester. I worked so incredibly hard to maintain a 3.6GPA this semester and it’s falling. My family is broken. I don’t feel like I can truly trust anyone no matter how desperately I want to & try to. If I could disappear into the mountains & have zero contact with everyone & everything, I would do it in a heartbeat. I just want to be floating weightless on top of a mountain during a sunset. Zero worries. Zero issues. Zero contact with the world. Time stopped. It’s just peace. 

It’s like my version of heaven almost. I’m not dead but I’m also not alive in this world. 

I’m so broke. I’m so lonely. I have to move this month. I can’t find a job. My current job has been adding to my mental health plummeting. I’m no longer comfortable there and have brought it to the attention of the owner multiple times with zero change (yay small business). I hate the state I live in. I don’t have a stable family. My ADHD is spiraling because I haven’t been able to get my medication for it in like two weeks now no matter how many times I change pharmacies or even try alternative medicine to Adderall. I’m breaking out. I haven’t been able to eat (not intentional, i just don’t have that trigger to eat). My sleep schedule is everywhere. I could sleep forever if I wanted to. My executive dysfunction is so severe because of how overwhelmed I am.

I don’t want to live but I don’t want to die. I want everything to just fucking stop ",Negative,Content,beachv0dka
"It's almost impossible for me to live in this world.

I was playing Valorant today, and it's only been a couple of weeks since I started playing this game. Somehow, I ended up with teammates who were at much higher levels, and the enemies were high-level too. Of course, I played badly. In the middle of the game, my teammates started yelling at me and abusing me. You know what’s funny? It was an unranked game! Not even a competitive or ranked game. I apologized to my teammates in the chat for playing so poorly. I know it’s stupid, and it’s just a game that shouldn’t be taken seriously, but I genuinely felt so bad at that moment, and it made me tear up.

I'm sensitive to many other things as well. Like a few days ago, I was scrolling through Instagram, and a rage-bait post showed up on my feed. I KNOW I shouldn’t pay attention to these things, but I’m so sensitive that it’s started affecting my mental health.
How do i fall for them so easily...

I hate when I start crying over little things. I hate when I start crying over things that happened years ago.


Like, isn't there any way for me to stop being so sensitive? Any advice would be appreciated :)

(I'll start crying, if i read this post ever in future lol)",Negative,Content,InsaneDude6
"Hi, 18 F, something happened this morning and the more I think on it, the more I worry I overreacted.

Key context; I have anxiety and severe depression, and live at home. My younger brother is non verbal/autistic which puts a lot of strain on my home life.

Today in my psychology class we watched a documentary, now normally it is set up that a teacher will tell me beforehand if there will be anything triggering, as I'm kind of just getting my footing with my recovery and don't need any unnecessary setbacks. That didn't happen today, and to make things very clear, my teacher is my head of year and knows what my deal is, we've had conversations about this, so I figured it must just be fine.

 Essentially I'm going to explain what happened and how I understood things, and please tell me if I was wrong for overreacting and telling my student support adviser about it.

The documentary was genuinely upsetting in the way psychology documentaries usually are, there were clips of a dog getting electric shocks, of children being tested for pavlovian responses etc.

Then about ten minutes in, they start discussing treatment of mental health patients in the 20th century, recorded footage of patients held down with feeding tubes, being injected, eyes glazed over, crying. The doctor in the study was talking about how he believed if you could crash the brain through a nervous breakdown, you could reshape it. I really should have left the room then because I really struggle with disturbing imagery like that, a large part of my depression for the longest time was paranoia and fears of things like that. I remember before I was put on ssris I would have vivid nightmares about it. It felt like I was trapped.

Then there was a section on the use of conditioning for autistic children. I do fear I overreacted here, due to the sensitivity of the topic. Looking back, it wasnt bad, they were discussing how using reward systems can help autistic children like my brother learn behaviours. They had happy clips of the children playing and a child doing a task and being praised. They were discussing how methods like this can stop these childrens lives being so 'bleak'. My brother has had these kind of therapies before in his class, so it wasnt that I was reacting to, it was that they were medicalising it, treating people like my brother like their lives were miserable. I dont know.

The final bit of the documentary was when they were talking about the research into psychedelics in treatment for depression. Now I'm on antidepressants, and I would marry them if I could, they've saved my life. But it was the callous kind of dehumanising way I think I interpreted their words. It sounded a lot like they were making the point that - now take in the fact that this documentary up until this point has been about conditioning and the origins of brainwashing in the vietnam war/the scientific study of mind control etc. - that psychedelics could turn of the sense of self and that it could be used to control and reshape behaviours for the better. I don't know how to explain it, Im sorry.

Anyway, after the lesson, I went to student support because I was a wreck and had to explain why I found it so hard to watch, but now as I think back on it I guess Im just worries I overreacted because these topics were sensitive to me because they are going to talk to my teacher


",Negative,Content,weaselsandfox19
"Hello all. As the title says, I worked for small business for 3.5 years. They were like family, so understanding of my mental health, and treated me very well. I took a leave of absence and never went back, I left in a way I was ashamed of bc of a mental health crisis. I completely dropped off the face of the earth. I wrote an email and I wanted to know if it's okay or if I should add/take anything away? I really appreciate it guys. 




Hey **, 
    It's **. I know this is super out of the blue. I wanted to apologize to you all for the way I disappeared. It was not okay; it was very unprofessional of me. Not only was it unprofessional, it was straight up selfish because you all were my family in **. 
    As you know, I originally left due to mental health. It did not improve and I ended up having a crisis. I was homeless for a while and eventually made my way home back to **. I was hospitalized a few times and have been out of work for the past 2 years. I've been in programs, groups, lots of therapy, and everything else you can imagine to get my mental health in check.
    I've been wanting to write this email many times, but I've been so ashamed of the way I left. I was never sure what to say or how to start. I know I burnt that bridge with an explosion. I truly am sorry for everything.
    I am still currently attending groups and am finally ready to search for a job. I was hoping there was anyway it would be okay if i used ** as a reference. I know its rude because here I am asking for something, but it lit a fire under my a$$ to finally have the courage to reach out. 
    I hope you are all doing well. I think about you all very often. I really hope to hear back from you. 

Highest regards, 
**",Negative,Content,Leading_Flatworm1897
"Saw someone OD and the ambulance try to resuscitate them and it failing. 

First time I saw CPR in action and just didn’t know how violent it would look and the smell of death. Just seeing someone laying on the floor surrounded by first responders trying to bring them back and them calling the time of death. Their face be purple and them laying on the ground dead. 

I’m trying to process what happened 

Part of me is just telling myself to man the fuck up and forget about it. It just occurred recently and to be honest I don’t think seeing them dead is what gets me but just the smell of death and how violent CPR is really took a toll on me. 

Wondering how other people cope 

I don’t like to talk about my feelings with others 

I dont like to feel vulnerable 

I don’t know how long I should I wait to see if I should maybe speak to a professional or if in a few days I’ll be okay and forget about it. 

I know seeking professional help is great and I would recommend it to anyone but for me I have this weird stigma against it. 

That it’s for the weak or for privileged white people 

I know this mindset doesn’t even make sense but that’s how I feel 

It’s hard to just process everything 

Anyone else been in a similar situation? ",Negative,Content,Sufficient-Win-1234
"I'm 22, and when I was about 19, I had just moved to California to live with my dad. I didn't know anyone, I was lonely and turned to social media to make friends. I met a guy on some app, and after making it very clear that I was taken at the time and only looking for friendship, we agreed to meet up and hang out at the mountain springs an hour from my place. I was drugged and assaulted by the guy, and I have a strong suspicion it may have also become something more sinister if I had fully passed out. Thankfully, I had been able to force myself to stay awake, and yelled for him to take me home and fought back enough that he backed off. I made a police report a few months later, and unfortunately they never found the guy due to the lack of information I had on him. 

I, of course, dealt with a lot of trauma from the incident, but most of all it made me develop agoraphobia. I couldn't go out to the laundry facilities our apartment had set up, I hardly left my room, and the only real time I went outside was when my dad was with me and within eyesight. I was terrified the guy would stalk me, since he knew where I lived. I convinved myself that if he ever found me, he'd hurt me or try to assault me again. 

We moved, and over the last few years I've gotten better. I've dealt with depression since I was about 12, so I knew how to deal with that over time, and thankfully the agoraphobia seemingly faded away to the back of my mind. Unfortunately now, it seems to have come back, and I don't know how to just shove it back in the closet.

I can still go outside when I'm with my partner, who I now live with, but when it comes to even thinking of going outside by myself? I can't do it. I keep thinking about the guy, and how he's still out there. There's so many more people like him out there. This fear also ties into how I'm also part of the LGBTQ+ community, and live in a big city where people like me have been assaulted or targeted for other stuff.

To add to the situation, our current friend group is going through a lot of turmoil, with two couples breaking up recently. They're hard to make plans with now, so I attempted to try and make some local friends through apps again. I've met someone who I'd potentially see a friendship with, but when it comes to making plans, I just freeze up. I can't do it. What if they turn out to be like the other guy?

It's not just the friends aspect of it all either. I'm currently unemployed due to chronic pain that I'm hoping to get looked at soon, so I'm home all day while my partner is at work. I feel useless. I can't afford college, and I can't afford therapy or someone to get meds from. I have nothing going for me, and I'm absolutely terrified that eventually my partner will leave me for it all. I wouldn't blame them, it'd be for their own happiness, but of course I don't WANT to break up. I just feel pathetic, like a waste of space and a disappointment. 

I want a life. I want to work, to explore the world, to do all these things, but I CAN'T. It's either because doing something physically hurts me to the point of being in tears the moment I get a chance to take a break, or it's because I can't make myself go outside without wanting to throw up from the fear. I just don't know what to do. I'm watching my life slip through my fingers as I mark each day off on our calendar, and I'm terrified of the thought of my life being pointless and empty. What do I do? Or am I just a lost cause at this point?",Negative,Content,throwaway_confezz
"Hi all. I need a place to rant as I’m well aware I sound ridiculous. This year has been the worst, my friend and brother in law died, only 29 y/o of cancer, and then I found out my mother had been having an affair, bringing up childhood trauma. Safe to say it’s been a bit shitty this year right? 

Overall though I’m positive, I’m happy to be alive, happy to see another day with GOOD health. Obviously I get down days, I’ve had depression since 15 y/o. But I just get up and keep going bcos life is SO precious. What really bothers me atm is seeing my close friend being really negative and boring. Won’t go on those walks bcos she rather stay at home, tells me I’m lucky she out with me tonight having food instead of seeing her newly laid carpet. Man I cba with that behaviour. She’s now on antidepressants again, but she makes absolutely no effort to make herself feel good? 

I’m in a different head space now to her and I just wanna tell her to grow up. I just watched someone die within 3 months of being diagnosed with cancer. Anyone who has seen someone die from cancer will know, it’s another level of TERRIFYING! it’s traumatic but it’s made me see life through new eyes. I’m grieving for the death and the relationship of my family since my mum has had an affair too!! I just wanna tell her, we haven’t got time in life to stay indoors, or be negative and miserable.

Am I wrong? Do I need to just let her do her own thing? I feel like I should, and just be there for when she’s ready to be positive bcos damnnn it’s effecting me.",Negative,Content,lilackitkat3000
"i dont even know how to describe how i feel

i am 21m, i made this account when i was 16. I dont think i feel depressed. but when i do, i also feel like i am faking it. I was raped when i was in high school. And i was raped by a family member when I was younger. For the longest time I didn’t even acknowledge that those things happened. And I was relatively happy and had great friends etc. I was ambitious to do stuff and try new things. For context, 2 years ago I moved from Japan to a country in europe ( not gonna say which one because im afraid someone that knows me might find this post, it’s dumb, i know ). And ever since I moved here i basically have very little contact with my family ( they dont really like me ) and i basically have no “real” friends anymore, all of my best friends are back in japan. I moved here to attend university ( its a long story as to why i had to do all this ). I felt okay going to university but very soon i started feeling very homesick and sad, and eventually i just started dissociating. Like, i don’t even feel real, especially when im outside or at uni, i can barely comprehend the classes and its hard for me to hold conversations since my mind has just completely drifted away and its just blank, i kind of just shut down. It’s been like this for 2 years and it’s been really tough, i feel lonely. When it comes to relationships i just cant even imagine having one because of my past, so there’s no reason to think about those. But at the same time, i just feel so bad. It really sucks. I don’t know if these episodes I have are even linked to the things that happened to me. Since they only recently started to affect me. I just feel like i’m faking it at times. And tried to convince myself that all of this is dumb and i need to act “normal”. No matter how many times i tried it just wouldn’t work. I feel pathetic. I probably am. I just feel lost. I try to fix myself and one of the major problems right now is me trying to fix my sleep schedule. I’ve been up for 36 hours and right now is when I decided to write this. ",Negative,Content,16yold
"I am a freshman (18f) in Tulsa Community College and I feel like I royally messed up everything. I am a business marketing major, applied science associates degree (in-progress) and I am RELIANT on financial aid. (free school)

I am going to start from the beginning.

I enrolled late into the fall semester of college which made me enroll in 8-week courses. The ladies that I talked to then said that it would be like working a full job if I did 3 classes (9 credits) so I only  took two classes because I was nervous, stressed, and freaking scared. I also had no idea what to expect. fast forward like four weeks and these two classes that are compacted into 8 weeks is really easy. Now I just realized while stressing over enrolling for spring that I am either going to stress the fuck out of myself this spring to get caught up in credits or average a 18 credit per semester (full 60 credits to grad). I am low-key behind on enrolling and I learned five minutes ago I have a hold on getting enrolled because of financial charging bullcrap like housing and food when that college doesn't even have dorms(I think).

Mind you I have my own car, MacBook, and live with my parents, also no job. I have so much time and I feel so very regretful about only taking two classes and I don't know whether I should commit myself to an average of 18 credit hours the next three semesters or work my ass off this spring to catch up somehow by taking 24 credits (8 classes ).

I am so scared of the unexpected and I think I will have an aneurysm if I stress out anymore. I have terrible ADHD, I take medication but it's not helping at this moment. I am writing this instead of doing an assignment due Sunday. I love the idea of getting shit done now instead of later but god help me it's so hard to stop procrastinating. I believe in myself but I also don't know if I will be able to do it when the time comes. (oxymoron but true)

My first step is finishing the rest of this week's work tonight, second step; figuring out this financial shit tomorrow morning with a college person on campus, third; try not to lose my momentum.

And my cat ran away two weeks ago and got hit by a car two days ago and I think it is all hitting me now. I miss my kitty Oreo really bad.",Negative,Content,Sky-Diamonds13
"Hi, apologies in advance for my grammar. English is not my native language. I am 30 (M). I really don't know how to start. For the past 6 months I've been feeling off. I feel helpless, alone, even though I have family and friends that love me. I guess I am feeling the effects of a past trauma. Im not going to go into details but in 2014 my older brother died in my arms, since then I've not been the same. I went through a rough patch after that. I got into college and drank my problems away and I still do things that I know are not good for me. After I graduated from college I got myself out of that state of mind and changed a lot of things. But recently I've been feeling lost,back into those old habits, anxious, and nothing brings fulfillment to my life. Ive not been a good person throughout my life and everytime I want to cry about my situation I tell myself that I deserve what is happening to me. I'm embarrassed to share this with my friends or family because they've always had certain perspection of me as tough and I also feel that I am tough but the way I am feeling is to much for me. That's why I thought posting on this site for the first time could help. As of right now I don't have the money to go to consuling, and I wanted to ask people of they have any exercises or books I can read that can help out? I tried to exercise but the motivation is gone. I've been having so many mood swings throughout the day, sometimes I feel good and with motivation and minutes later I physically feel that I can't move from my bed. Thank you in advance for any recommendations. ",Negative,Content,JD91342
